,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_Age,Remod_Age,Garage_Age
1030,1031,190,RH,,7082,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,686,1,Gd,Y,SBrkr,948,980,0,1928,0,0,2,0,5,2,TA,10,Typ,0,None,None,,None,0,None,N,0,0,228,0,0,0,7,2006,WD,Normal,160000,94,15,
1031,1032,75,RL,102.0,15863,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,Unf,824,1,Ex,Y,SBrkr,1687,998,397,3082,1,0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,672,TA,Y,136,63,0,0,0,0,8,2009,WD,Normal,197000,90,40,40.0
1032,1033,60,RL,,14541,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,1338,1,Ex,Y,SBrkr,1352,1168,0,2520,1,0,2,1,5,1,Gd,10,Typ,1,TA,Attchd,1993.0,RFn,796,TA,Y,209,55,0,0,0,0,11,2006,WD,Abnorml,310000,17,17,17.0
1033,1034,20,RL,,8125,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1654,1,Ex,Y,SBrkr,1654,0,0,1654,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2002.0,Unf,900,TA,Y,0,136,0,0,0,0,2,2006,WD,Normal,230000,8,8,8.0
1034,1035,30,RL,50.0,6305,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,Unf,920,1,Ex,Y,SBrkr,954,0,0,954,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,1938.0,Unf,240,Fa,Y,0,0,0,0,0,0,6,2007,WD,Normal,119750,72,60,72.0
1035,1036,20,RL,,11500,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Slab,None,None,None,None,None,0,1,Ex,N,SBrkr,845,0,0,845,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,290,TA,N,186,0,0,0,0,0,1,2009,WD,Normal,84000,53,53,53.0
1036,1037,20,RL,89.0,12898,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1620,1,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008.0,Fin,912,TA,Y,228,0,0,0,0,0,9,2009,WD,Normal,315500,3,2,2.0
1037,1038,60,RL,,9240,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1055,1,Ex,Y,SBrkr,1055,1208,0,2263,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,905,TA,Y,0,45,0,0,189,0,9,2008,WD,Normal,287000,9,8,9.0
1038,1039,160,RM,21.0,1533,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,546,1,TA,Y,SBrkr,798,546,0,1344,0,0,1,1,3,1,TA,6,Typ,1,TA,None,,None,0,None,Y,0,0,0,0,0,0,5,2009,WD,Normal,97000,40,2,
1039,1040,180,RM,21.0,1477,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,630,1,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,None,Attchd,1970.0,Unf,286,TA,Y,0,0,0,0,0,0,4,2009,WD,Normal,80000,40,40,40.0
1040,1041,20,RL,88.0,13125,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1134,1,Ex,Y,SBrkr,1803,0,0,1803,1,0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,484,TA,Y,0,0,0,0,0,0,1,2006,WD,Normal,155000,53,10,53.0
1041,1042,60,RL,,9130,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,Rec,800,1,Gd,Y,SBrkr,800,832,0,1632,0,1,1,1,4,1,Gd,7,Typ,0,None,Attchd,1966.0,Unf,484,TA,Y,0,40,0,0,0,0,7,2008,WD,Normal,173000,44,10,44.0
1042,1043,120,RL,34.0,5381,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1306,1,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,624,TA,Y,170,63,0,0,0,0,8,2009,WD,Normal,196000,5,5,5.0
1043,1044,60,RL,86.0,11839,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1475,1,Ex,Y,SBrkr,1532,797,0,2329,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,514,TA,Y,192,121,0,0,0,0,5,2008,WD,Normal,262280,20,20,20.0
1044,1045,20,RL,80.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,2524,1,TA,Y,SBrkr,2524,0,0,2524,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1981.0,Fin,542,TA,Y,474,120,0,0,0,0,7,2009,WD,Normal,278000,29,29,29.0
1045,1046,20,RL,,13680,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,None,0,1,Ex,Y,FuseA,1733,0,0,1733,0,0,2,0,4,1,TA,8,Min2,1,Gd,Attchd,1955.0,Unf,452,TA,Y,0,0,0,0,0,0,6,2009,WD,Normal,139600,55,55,55.0
1046,1047,60,RL,85.0,16056,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1992,1,Ex,Y,SBrkr,1992,876,0,2868,0,0,3,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,716,TA,Y,214,108,0,0,0,0,7,2006,New,Partial,556581,5,4,5.0
1047,1048,20,RL,57.0,9245,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990,1,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,None,Detchd,1996.0,Unf,672,TA,Y,0,0,0,0,0,0,2,2008,WD,Normal,145000,16,15,14.0
1048,1049,20,RL,100.0,21750,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,None,None,None,None,None,0,1,TA,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,336,TA,Y,0,0,0,0,0,0,11,2009,WD,Normal,115000,50,4,50.0
1049,1050,20,RL,60.0,11100,Pave,0,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,None,None,None,None,None,0,1,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,Gd,6,Typ,0,None,Detchd,1946.0,Unf,308,TA,Y,0,0,0,0,0,0,4,2010,WD,Abnorml,84900,64,4,64.0
1050,1051,20,RL,73.0,8993,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1302,1,Ex,Y,SBrkr,1302,0,0,1302,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,436,TA,Y,0,22,0,0,0,0,8,2007,New,Partial,176485,3,3,3.0
1051,1052,20,RL,103.0,11175,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1316,1,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,440,TA,Y,0,20,0,0,0,0,10,2007,New,Partial,200141,3,3,3.0
1052,1053,60,RL,100.0,9500,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,816,1,TA,Y,SBrkr,1127,850,0,1977,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1964.0,RFn,540,TA,Y,0,52,0,0,0,0,6,2007,WD,Normal,165000,46,32,46.0
1053,1054,20,RL,68.0,8562,Pave,0,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,1216,1,Ex,Y,FuseA,1526,0,0,1526,0,0,1,0,4,1,TA,7,Min2,1,Gd,Basment,1957.0,Unf,364,TA,Y,116,78,0,0,0,0,5,2010,WD,Normal,144500,53,8,53.0
1054,1055,60,RL,90.0,11367,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1065,1,Ex,Y,SBrkr,1091,898,0,1989,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,586,TA,Y,199,60,0,0,0,0,11,2006,WD,Normal,255000,8,8,8.0
1055,1056,20,RL,104.0,11361,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1193,1,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Fin,478,TA,Y,0,0,0,0,189,0,5,2008,COD,Abnorml,180000,34,34,34.0
1056,1057,120,RL,43.0,7052,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1364,1,Ex,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,484,TA,Y,192,36,0,0,0,0,6,2006,WD,Normal,185850,5,5,5.0
1057,1058,60,RL,,29959,Pave,0,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,973,1,Ex,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994.0,Fin,467,TA,Y,168,98,0,0,0,0,1,2009,WD,Normal,248000,16,16,16.0
1058,1059,60,RL,96.0,11308,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1104,1,Ex,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,836,TA,Y,0,102,0,0,0,0,7,2009,WD,Normal,335000,2,2,2.0
1059,1060,50,RL,,11275,Pave,0,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,LwQ,854,1,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,432,TA,Y,0,0,19,0,0,0,3,2007,WD,Normal,220000,78,60,33.0
1060,1061,120,RL,41.0,4920,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1338,1,Ex,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2001.0,Fin,582,TA,Y,0,0,170,0,0,0,4,2010,WD,Normal,213500,9,9,9.0
1061,1062,30,C (all),120.0,18000,Grvl,0,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,894,1,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1994.0,RFn,1248,TA,Y,0,20,0,0,0,560,8,2008,ConLD,Normal,81000,75,60,16.0
1062,1063,190,RM,85.0,13600,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,662,1,TA,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,TA,10,Min2,0,None,Detchd,1945.0,Unf,560,TA,Y,0,57,0,0,0,0,9,2007,WD,Normal,90000,110,60,65.0
1063,1064,30,RM,50.0,6000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,1103,1,Gd,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,440,TA,Y,166,120,0,0,0,0,7,2006,WD,Normal,110500,85,30,34.0
1064,1065,20,RL,,11000,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,1154,1,Ex,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966.0,RFn,480,TA,Y,0,58,0,0,0,0,11,2009,WD,Normal,154000,44,44,44.0
1065,1066,60,RL,80.0,14000,Pave,0,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1306,1,Ex,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1996.0,RFn,533,TA,Y,296,44,0,0,0,0,4,2010,WD,Normal,328000,14,13,14.0
1066,1067,60,RL,59.0,7837,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,799,1,Gd,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,380,TA,Y,0,40,0,0,0,0,5,2009,WD,Normal,178000,17,16,17.0
1067,1068,60,RL,80.0,9760,Pave,0,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,LwQ,780,1,TA,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1964.0,RFn,442,TA,Y,328,128,0,0,189,0,6,2008,WD,Normal,167900,46,46,46.0
1068,1069,160,RM,42.0,3964,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,942,1,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,576,TA,Y,728,20,0,0,0,0,6,2006,WD,Normal,151400,37,37,37.0
1069,1070,45,RL,60.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,845,1,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,Typ,0,None,Detchd,1985.0,Unf,576,TA,Y,0,0,0,0,0,0,5,2007,WD,Normal,135000,61,7,25.0
1070,1071,20,RL,72.0,10152,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1048,1,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956.0,Unf,286,TA,Y,0,20,0,0,192,0,6,2007,WD,Normal,135000,54,54,54.0
1071,1072,60,RL,78.0,11700,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,727,1,Ex,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,TA,8,Typ,0,None,Attchd,1968.0,Unf,441,TA,Y,0,0,0,0,0,0,5,2009,WD,Normal,154000,42,42,42.0
1072,1073,50,RL,50.0,7585,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,810,1,Fa,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,280,TA,P,0,0,0,0,0,0,8,2006,WD,Normal,91500,62,60,56.0
1073,1074,60,RL,75.0,7950,Pave,0,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,690,1,TA,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,440,TA,Y,252,0,0,0,0,0,7,2009,WD,Normal,159500,33,33,33.0
1074,1075,20,RL,74.0,8556,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1240,1,Ex,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,RFn,826,TA,Y,140,93,0,0,0,0,5,2007,WD,Normal,194000,4,4,4.0
1075,1076,70,RL,75.0,13125,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,800,1,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,240,TA,Y,0,0,0,0,0,0,7,2007,CWD,Normal,219500,70,26,70.0
1076,1077,50,RL,60.0,10800,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,796,1,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,566,TA,Y,436,21,0,0,0,500,4,2006,WD,Normal,170000,74,21,60.0
1077,1078,20,RL,,15870,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,1096,1,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1969.0,Fin,299,TA,Y,240,32,0,0,0,0,3,2006,WD,Abnorml,138800,41,41,41.0
1078,1079,120,RM,37.0,4435,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,848,1,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,420,TA,Y,140,0,0,0,0,0,5,2006,WD,Normal,155900,6,6,6.0
1079,1080,20,RL,65.0,8775,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990,1,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,299,TA,Y,0,64,0,0,0,0,4,2007,WD,Normal,126000,16,16,14.0
1080,1081,20,RL,80.0,11040,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,1258,1,Ex,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,None,Attchd,1971.0,RFn,528,TA,Y,55,0,0,216,0,0,10,2008,COD,Abnorml,145000,39,6,39.0
1081,1082,20,RL,75.0,7500,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1040,1,Fa,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,None,Attchd,1963.0,Fin,308,TA,Y,0,0,220,0,0,0,6,2010,WD,Normal,133000,47,47,47.0
1082,1083,20,RL,70.0,8749,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1459,1,Ex,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,527,TA,Y,192,39,0,0,0,0,9,2007,WD,Normal,192000,8,8,8.0
1083,1084,20,RL,80.0,8800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1251,1,TA,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,461,TA,Y,0,116,0,0,0,700,3,2006,WD,Normal,160000,46,46,46.0
